index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
115,Data Scientist,Unknown,data analysis data analysis Machine Learning SQL data analysis statistics SQL statistics Machine Learning SQL,-1.0,Company_115,"San Francisco, CA","New York, NY",51-200 employees,1821,Non-profit,Other,Other,$100M-$1B,-1
116,Data Analyst,$99K-$223K (Glassdoor est.),data analysis statistics Machine Learning Machine Learning statistics SQL SQL SQL statistics Python,4.1,Company_116,"San Francisco, CA",Other,1-50 employees,-1,Public,Biotech,Other,$1M-$10M,Unknown
117,Senior Data Scientist,$134K-$189K (Glassdoor est.),statistics data analysis SQL Machine Learning Machine Learning statistics Python Python SQL Python,4.8,Company_117,"Chicago, IL","New York, NY",1000+ employees,1807,Non-profit,Biotech,Business Services,Unknown,None
118,Senior Data Scientist,$124K-$187K (Glassdoor est.),SQL Machine Learning SQL statistics Python SQL statistics data analysis data analysis data analysis,-1.0,Company_118,"New York, NY","San Francisco, CA",1-50 employees,1946,Private,IT Services,Business Services,$100M-$1B,None
119,Data Analyst,$89K-$251K (Glassdoor est.),Python statistics data analysis Machine Learning statistics Machine Learning SQL data analysis Machine Learning Python,4.8,Company_119,"Chicago, IL","Chicago, IL",1-50 employees,1840,Public,Healthcare,Finance,Unknown,None
120,Senior Data Scientist,$140K-$172K (Glassdoor est.),Python data analysis SQL statistics Machine Learning statistics statistics SQL data analysis data analysis,1.9,Company_120,"New York, NY","New York, NY",201-500 employees,1873,Public,Healthcare,Business Services,$100M-$1B,"Company A, Company B"
121,Data Scientist,$98K-$235K (Glassdoor est.),Python data analysis SQL SQL Python Machine Learning Python Machine Learning SQL Python,1.8,Company_121,"Chicago, IL",Other,51-200 employees,-1,Private,Healthcare,Other,Unknown,None
122,Data Analyst,$135K-$285K (Glassdoor est.),data analysis SQL Machine Learning Machine Learning Machine Learning SQL SQL SQL Python Python,1.3,Company_122,"Washington, DC","San Francisco, CA",1000+ employees,2021,Private,Biotech,Healthcare,$100M-$1B,None
123,Machine Learning Engineer,-1,Machine Learning Python SQL Python Machine Learning data analysis Python Python Machine Learning Machine Learning,-1.0,Company_123,"Washington, DC","San Francisco, CA",51-200 employees,1996,Other,IT Services,Business Services,$10M-$100M,Unknown
124,Data Scientist,$52K-$243K (Glassdoor est.),data analysis Python data analysis data analysis SQL Python data analysis SQL statistics Python,1.7,Company_124,Other,"Chicago, IL",1-50 employees,1810,Private,Healthcare,Finance,Unknown,-1
125,Data Scientist,$77K-$238K (Glassdoor est.),data analysis Machine Learning SQL SQL Machine Learning Python SQL statistics data analysis statistics,-1.0,Company_125,"Chicago, IL","San Francisco, CA",1000+ employees,1881,Non-profit,Healthcare,Business Services,$1M-$10M,Unknown
126,Data Analyst,$112K-$200K (Glassdoor est.),Machine Learning Python Python statistics Python SQL data analysis statistics Python Python,4.0,Company_126,"Washington, DC",Other,51-200 employees,1970,Other,IT Services,Technology,$1M-$10M,-1
127,Data Analyst,$67K-$190K (Glassdoor est.),statistics statistics statistics statistics Python data analysis Python Machine Learning Python SQL,1.6,Company_127,Other,"Chicago, IL",1000+ employees,1902,Private,Other,Other,Unknown,-1
128,Senior Data Scientist,Unknown,Machine Learning SQL Machine Learning SQL Machine Learning data analysis Python data analysis Python Machine Learning,2.0,Company_128,"New York, NY","San Francisco, CA",51-200 employees,1862,Public,Biotech,Healthcare,$10M-$100M,None
129,Data Scientist,$119K-$285K (Glassdoor est.),data analysis Python Python SQL data analysis data analysis Python data analysis Python SQL,-1.0,Company_129,"New York, NY","New York, NY",201-500 employees,1984,Other,Biotech,Healthcare,Unknown,None
130,Senior Data Scientist,-1,SQL statistics data analysis statistics Python statistics data analysis SQL SQL statistics,4.1,Company_130,"New York, NY","San Francisco, CA",201-500 employees,1965,Public,Biotech,Finance,$10M-$100M,-1
131,Data Scientist,$129K-$184K (Glassdoor est.),Python SQL statistics Machine Learning Python Machine Learning Machine Learning statistics Python SQL,1.1,Company_131,"San Francisco, CA","Chicago, IL",201-500 employees,2011,Private,Healthcare,Other,Unknown,Unknown
132,Data Scientist,$69K-$192K (Glassdoor est.),Machine Learning SQL SQL Python SQL SQL data analysis SQL statistics Machine Learning,1.2,Company_132,"Chicago, IL",Other,1-50 employees,1875,Other,Healthcare,Business Services,$10M-$100M,"Company A, Company B"
133,Machine Learning Engineer,$138K-$193K (Glassdoor est.),statistics data analysis statistics statistics statistics Python Machine Learning SQL Python statistics,-1.0,Company_133,Other,"San Francisco, CA",1-50 employees,1846,Private,Healthcare,Finance,$1M-$10M,-1
134,Data Scientist,$55K-$256K (Glassdoor est.),data analysis Python SQL statistics data analysis data analysis SQL SQL Python statistics,-1.0,Company_134,"San Francisco, CA","New York, NY",51-200 employees,-1,Private,Other,Other,$100M-$1B,None
135,Senior Data Scientist,$142K-$211K (Glassdoor est.),statistics SQL Machine Learning SQL Python Machine Learning statistics statistics SQL data analysis,-1.0,Company_135,"Chicago, IL",Other,51-200 employees,1885,Public,Finance,Business Services,Unknown,-1
136,Senior Data Scientist,$128K-$223K (Glassdoor est.),Machine Learning Python statistics statistics Python statistics statistics SQL Machine Learning statistics,-1.0,Company_136,"Chicago, IL","San Francisco, CA",1000+ employees,1959,Public,IT Services,Business Services,$100M-$1B,-1
137,Machine Learning Engineer,$150K-$265K (Glassdoor est.),Python SQL statistics data analysis data analysis statistics Machine Learning Machine Learning Machine Learning statistics,4.3,Company_137,"Chicago, IL","Chicago, IL",51-200 employees,1965,Private,Other,Other,$100M-$1B,Unknown
138,Senior Data Scientist,$80K-$230K (Glassdoor est.),statistics statistics SQL data analysis Python Python data analysis data analysis SQL Machine Learning,2.1,Company_138,"Chicago, IL",Other,1-50 employees,1886,Public,IT Services,Technology,$10M-$100M,"Company A, Company B"
139,Data Analyst,$150K-$271K (Glassdoor est.),SQL SQL data analysis SQL data analysis Machine Learning Machine Learning data analysis data analysis SQL,1.7,Company_139,"San Francisco, CA",Other,1-50 employees,-1,Private,Other,Finance,$10M-$100M,Unknown
140,Machine Learning Engineer,$74K-$245K (Glassdoor est.),statistics Machine Learning Python Python Python data analysis Python SQL Machine Learning data analysis,-1.0,Company_140,Other,"San Francisco, CA",51-200 employees,1827,Other,Healthcare,Business Services,Unknown,None
141,Senior Data Scientist,$123K-$263K (Glassdoor est.),statistics data analysis Python statistics statistics statistics Machine Learning SQL Machine Learning SQL,3.6,Company_141,"Washington, DC",Other,51-200 employees,1937,Private,Other,Technology,Unknown,None
142,Senior Data Scientist,$86K-$248K (Glassdoor est.),Machine Learning Python data analysis SQL SQL data analysis data analysis Machine Learning Machine Learning statistics,1.3,Company_142,"Washington, DC","New York, NY",201-500 employees,1810,Private,Other,Healthcare,Unknown,"Company A, Company B"
143,Data Analyst,$103K-$192K (Glassdoor est.),data analysis Machine Learning Machine Learning statistics Python statistics Machine Learning SQL data analysis Machine Learning,1.0,Company_143,Other,Other,51-200 employees,-1,Private,Healthcare,Healthcare,$100M-$1B,"Company A, Company B"
144,Machine Learning Engineer,$127K-$186K (Glassdoor est.),Machine Learning data analysis Python SQL SQL SQL statistics Machine Learning Machine Learning data analysis,4.2,Company_144,"Washington, DC","New York, NY",51-200 employees,2018,Non-profit,Finance,Business Services,$1M-$10M,"Company A, Company B"
145,Data Analyst,$56K-$274K (Glassdoor est.),Python Machine Learning Python statistics Machine Learning data analysis Python data analysis statistics data analysis,2.6,Company_145,"San Francisco, CA","New York, NY",51-200 employees,1980,Private,Biotech,Business Services,$100M-$1B,Unknown
146,Machine Learning Engineer,$120K-$177K (Glassdoor est.),Python Machine Learning Machine Learning Python Machine Learning data analysis SQL Machine Learning SQL data analysis,2.6,Company_146,"San Francisco, CA","New York, NY",51-200 employees,1816,Private,Other,Technology,$1M-$10M,"Company A, Company B"
147,Machine Learning Engineer,$116K-$182K (Glassdoor est.),statistics data analysis data analysis Python Python Machine Learning SQL Machine Learning SQL data analysis,4.8,Company_147,"Chicago, IL","Chicago, IL",1-50 employees,1821,Public,Finance,Other,$1M-$10M,-1
148,Data Scientist,$147K-$192K (Glassdoor est.),Machine Learning statistics SQL SQL data analysis statistics Machine Learning data analysis Python statistics,2.4,Company_148,Other,"New York, NY",201-500 employees,1838,Non-profit,Other,Finance,$10M-$100M,Unknown
149,Senior Data Scientist,$115K-$188K (Glassdoor est.),Python data analysis Machine Learning SQL data analysis Machine Learning data analysis Python Python SQL,3.9,Company_149,"Chicago, IL","San Francisco, CA",1-50 employees,-1,Other,IT Services,Healthcare,$100M-$1B,None
150,Senior Data Scientist,$61K-$207K (Glassdoor est.),data analysis SQL Machine Learning statistics Machine Learning Python statistics SQL Machine Learning Machine Learning,4.0,Company_150,"San Francisco, CA","New York, NY",201-500 employees,2000,Private,Healthcare,Technology,$1M-$10M,-1
151,Data Scientist,$94K-$157K (Glassdoor est.),Machine Learning Python data analysis SQL Machine Learning data analysis Machine Learning statistics Python Python,2.6,Company_151,"San Francisco, CA","San Francisco, CA",201-500 employees,-1,Public,Healthcare,Technology,$10M-$100M,-1
152,Data Analyst,$100K-$279K (Glassdoor est.),data analysis Python statistics data analysis statistics SQL statistics Python Machine Learning Python,3.0,Company_152,"San Francisco, CA","Chicago, IL",1000+ employees,1930,Private,Biotech,Other,$100M-$1B,Unknown
153,Data Scientist,$99K-$171K (Glassdoor est.),data analysis data analysis data analysis Machine Learning data analysis Python Machine Learning Machine Learning statistics Python,1.8,Company_153,Other,"San Francisco, CA",201-500 employees,1828,Other,Other,Healthcare,$100M-$1B,None
154,Senior Data Scientist,$53K-$232K (Glassdoor est.),SQL SQL SQL Python Machine Learning Machine Learning SQL Python data analysis SQL,2.5,Company_154,Other,"San Francisco, CA",51-200 employees,1937,Private,Healthcare,Healthcare,$1M-$10M,-1
155,Senior Data Scientist,$141K-$236K (Glassdoor est.),Machine Learning Machine Learning data analysis data analysis Python data analysis data analysis statistics Machine Learning data analysis,3.4,Company_155,"Chicago, IL",Other,51-200 employees,1911,Other,Biotech,Technology,$10M-$100M,-1
156,Data Scientist,$67K-$160K (Glassdoor est.),statistics statistics SQL data analysis SQL Machine Learning statistics SQL Python Machine Learning,2.5,Company_156,"Washington, DC","New York, NY",1-50 employees,1937,Other,Finance,Other,$100M-$1B,None
157,Data Scientist,$110K-$186K (Glassdoor est.),Machine Learning data analysis Machine Learning Python data analysis data analysis statistics Python Python data analysis,2.3,Company_157,"San Francisco, CA","San Francisco, CA",1-50 employees,1902,Private,Biotech,Finance,$100M-$1B,Unknown
158,Data Scientist,$110K-$265K (Glassdoor est.),Python statistics data analysis statistics Machine Learning SQL Machine Learning data analysis Python SQL,-1.0,Company_158,"San Francisco, CA","San Francisco, CA",1000+ employees,1802,Private,Other,Business Services,$100M-$1B,"Company A, Company B"
159,Senior Data Scientist,$60K-$155K (Glassdoor est.),SQL data analysis SQL Machine Learning SQL Python data analysis SQL data analysis data analysis,-1.0,Company_159,Other,Other,201-500 employees,-1,Other,Other,Business Services,Unknown,None
160,Data Scientist,$69K-$291K (Glassdoor est.),Python Python SQL SQL data analysis statistics data analysis data analysis Machine Learning data analysis,3.6,Company_160,Other,Other,51-200 employees,1935,Public,Other,Healthcare,Unknown,-1
161,Data Scientist,$127K-$286K (Glassdoor est.),statistics Machine Learning SQL data analysis Machine Learning data analysis statistics SQL data analysis SQL,-1.0,Company_161,"New York, NY","New York, NY",1-50 employees,1942,Non-profit,Healthcare,Healthcare,$10M-$100M,None
162,Data Analyst,$149K-$224K (Glassdoor est.),Machine Learning SQL data analysis data analysis statistics SQL statistics SQL Python statistics,4.2,Company_162,"Chicago, IL","Chicago, IL",51-200 employees,1899,Private,Healthcare,Healthcare,$10M-$100M,Unknown
163,Data Scientist,$65K-$163K (Glassdoor est.),data analysis statistics Machine Learning SQL Machine Learning statistics data analysis data analysis SQL Python,3.6,Company_163,"Washington, DC","San Francisco, CA",1-50 employees,1878,Non-profit,IT Services,Healthcare,$10M-$100M,Unknown
164,Senior Data Scientist,$131K-$268K (Glassdoor est.),Machine Learning Machine Learning SQL Machine Learning statistics SQL SQL Python data analysis data analysis,2.0,Company_164,"San Francisco, CA","San Francisco, CA",51-200 employees,2014,Private,Finance,Other,$1M-$10M,Unknown
165,Data Analyst,-1,statistics Machine Learning Python Machine Learning Machine Learning Python statistics data analysis Machine Learning data analysis,-1.0,Company_165,"Chicago, IL","New York, NY",1-50 employees,1800,Non-profit,Finance,Business Services,$100M-$1B,None
166,Machine Learning Engineer,$52K-$282K (Glassdoor est.),Python statistics statistics statistics data analysis Python data analysis Machine Learning data analysis Machine Learning,2.8,Company_166,"New York, NY","Chicago, IL",51-200 employees,-1,Other,IT Services,Healthcare,Unknown,None
167,Senior Data Scientist,$141K-$187K (Glassdoor est.),Python statistics data analysis Machine Learning Python Machine Learning Python Machine Learning data analysis SQL,2.9,Company_167,"Chicago, IL","Chicago, IL",1-50 employees,1945,Non-profit,Finance,Healthcare,$10M-$100M,-1
168,Senior Data Scientist,$50K-$241K (Glassdoor est.),Machine Learning SQL statistics SQL Python SQL SQL Machine Learning Python Python,4.5,Company_168,"San Francisco, CA","New York, NY",201-500 employees,1927,Non-profit,Other,Healthcare,$10M-$100M,Unknown
